0,1904304.7844592256
1000,1677875.5813052054
2000,1549438.6799090412
3000,1477236.2038807317
4000,1428487.9957874194
5000,1386468.412400763
6000,1357378.1100580252
7000,1330037.8597968512
8000,1309658.43252906
9000,1296235.3878644023
10000,1280481.3551515401
11000,1265595.9104681571
12000,1253351.250896452
13000,1250575.6350392625
14000,1244154.3743837865
15000,1233347.951405866
16000,1227764.0974800298
17000,1223340.9107471239
18000,1216569.1583076771
19000,1209135.9053430583
20000,1206079.3429506607
21000,1201294.306155449
22000,1194910.216413053
23000,1186923.5270095186
24000,1181955.9975799818
25000,1177450.9916769417
26000,1175030.5036689634
27000,1170373.627210572
28000,1169683.4564321474
29000,1169136.4703896116
30000,1166694.8717658813
31000,1166069.415949415
32000,1165026.107356071
33000,1159880.2452790644
34000,1158848.4939224506
35000,1155968.2453965088
36000,1155804.332635458
37000,1153075.9390674
38000,1152648.0856243102
39000,1151299.0543985532
40000,1149301.9362501353
41000,1147860.670381208
42000,1147014.206880207
43000,1144989.6758994816
44000,1144381.1496532992
45000,1142933.0934458037
46000,1142485.1931958876
47000,1142400.8526397161
48000,1142073.9303764454
49000,1141431.883228622
50000,1141208.0603130737
51000,1140754.0561662058
52000,1140577.4118654383
53000,1140071.1489693148
54000,1138447.7699709767
55000,1137940.9876926069
56000,1137642.9960090455
57000,1134481.7580008968
58000,1134232.3026082146
59000,1134086.4012845403
60000,1134086.4012845403
61000,1133286.194945394
62000,1133279.7137509922
63000,1132805.806421472
64000,1132046.7585048308
65000,1131507.6503294914
66000,1131505.5870229562
67000,1131260.7144149437
68000,1131234.9232948173
69000,1129488.7029300318
70000,1127451.1277959212
71000,1127431.760648813
72000,1127178.3051589448
73000,1127178.3051589448
74000,1127178.3051589448
75000,1126881.422780032
76000,1126881.422780032
77000,1126881.422780032
78000,1126647.3200171993
79000,1126637.2440885962
80000,1126637.2440885962
81000,1126637.2440885962
82000,1126637.2440885962
83000,1126216.0055420664
84000,1126103.598333898
85000,1126103.598333898
86000,1125881.8467996973
87000,1125599.2699051688
88000,1125599.2699051688
89000,1124623.0093159429
90000,1124514.4252386244
91000,1124498.1261874975
92000,1124230.1516007162
93000,1123361.815605239
94000,1122940.21304683
95000,1122825.544383376
96000,1122625.0220465104
97000,1122623.8697794322
98000,1122623.609741746
99000,1122566.1806745438
100000,1122088.7787801048
101000,1121970.4843612676
102000,1121491.45350434
103000,1121491.45350434
104000,1121491.45350434
105000,1121449.808432797
106000,1121449.808432797
107000,1121423.0023226074
108000,1121423.0023226074
109000,1121344.1982884286
110000,1120965.5362952333
111000,1120811.5453920555
112000,1120613.7909576104
113000,1120569.1358577488
114000,1120215.862106741
115000,1120170.8440818172
116000,1120145.842789375
117000,1120110.2531746186
118000,1120089.2021642735
119000,1120063.7595646866
120000,1120063.7595646866
121000,1119784.449421226
122000,1119784.449421226
123000,1119153.1234061294
124000,1119153.1234061294
125000,1119024.9474280057
126000,1119024.9474280057
127000,1119024.9474280057
128000,1119024.9474280057
129000,1119024.9474280057
130000,1119024.9474280057
131000,1119024.9474280057
132000,1119024.9474280057
133000,1115594.4755454317
134000,1115594.4755454317
135000,1115594.4755454317
136000,1115594.4755454317
137000,1115594.4755454317
138000,1115594.4755454317
139000,1115594.4755454317
140000,1115100.815114607
141000,1114297.5893148286
142000,1113439.0765948961
143000,1113437.5181112166
144000,1113437.5181112166
145000,1113301.5767213253
146000,1112898.1835424418
147000,1112477.439553569
148000,1111581.8046093597
149000,1109304.36136037
150000,1109178.6841357313
151000,1109178.6841357313
152000,1109178.6841357313
153000,1109178.6841357313
154000,1107900.438717345
155000,1107352.541392923
156000,1107246.1021490432
157000,1106646.0066428597
158000,1106646.0066428597
159000,1106579.5151199454
160000,1106579.5151199454
161000,1105783.4186432273
162000,1105783.4186432273
163000,1105558.2908174845
164000,1105558.2908174845
165000,1105558.2908174845
166000,1104777.6952825598
167000,1102875.4509766102
168000,1102831.6736110463
169000,1102533.2604962501
170000,1102533.2604962501
171000,1102533.2604962501
172000,1102460.3254220146
173000,1102384.1988126133
174000,1101742.4153774474
175000,1100924.6883949894
176000,1100924.6883949894
177000,1100924.6883949894
178000,1100924.6883949894
179000,1100924.6883949894
180000,1100924.6883949894
181000,1100924.6883949894
182000,1100924.6883949894
183000,1100924.6883949894
184000,1100778.3736168237
185000,1100655.6486704443
186000,1100652.9346178863
187000,1100652.9346178863
188000,1100618.122270954
189000,1100086.2432588076
190000,1099913.15389747
191000,1099906.456044808
192000,1099906.456044808
193000,1099843.759347732
194000,1099843.759347732
195000,1098858.3618352716
196000,1098781.7336102263
197000,1098771.138321703
198000,1098771.138321703
199000,1098688.4319120983
200000,1098428.6692926437
201000,1098428.6692926437
202000,1098310.8986480597
203000,1098282.8756379813
204000,1098068.3959212652
205000,1098068.3959212652
206000,1098068.3959212652
207000,1097931.9147181
208000,1097931.9147181
209000,1097525.1432350858
210000,1097525.1432350858
211000,1097457.2763045495
212000,1097457.2763045495
213000,1097457.2763045495
214000,1097369.4635667135
215000,1097369.4635667135
216000,1097308.345687272
217000,1096353.2281472068
218000,1096353.2281472068
219000,1095945.0764249756
220000,1095945.0764249756
221000,1095945.0764249756
222000,1095945.0764249756
223000,1095945.0764249756
224000,1095945.0764249756
225000,1095945.0764249756
226000,1095945.0764249756
227000,1095945.0764249756
228000,1095945.0764249756
229000,1095945.0764249756
230000,1095333.5617961155
231000,1095333.5617961155
232000,1095333.5617961155
