PIT,CHI,01/06/2016,8:00 PM
STL,COL,01/06/2016,10:00 PM
CAR,VAN,01/06/2016,10:00 PM
TOR,ANA,01/06/2016,10:00 PM
WSH,NYI,01/07/2016,7:00 PM
FLA,OTT,01/07/2016,7:30 PM
PHI,MIN,01/07/2016,8:00 PM
WPG,DAL,01/07/2016,8:30 PM
ARZ,CGY,01/07/2016,9:00 PM
TOR,LAK,01/07/2016,10:30 PM
DET,SJS,01/07/2016,10:30 PM
BOS,NJD,01/08/2016,7:00 PM
CBJ,CAR,01/08/2016,7:00 PM
BUF,CHI,01/08/2016,8:30 PM
NSH,COL,01/08/2016,9:00 PM
TBL,EDM,01/08/2016,9:00 PM
STL,ANA,01/08/2016,10:00 PM
WSH,NYR,01/09/2016,1:00 PM
NYI,PHI,01/09/2016,1:00 PM
PIT,MTL,01/09/2016,7:00 PM
BOS,OTT,01/09/2016,7:00 PM
CAR,CBJ,01/09/2016,7:00 PM
TOR,SJS,01/09/2016,7:00 PM
MIN,DAL,01/09/2016,8:00 PM
NSH,ARZ,01/09/2016,9:00 PM
TBL,VAN,01/09/2016,10:00 PM
STL,LAK,01/09/2016,10:30 PM
BUF,WPG,01/10/2016,3:00 PM
OTT,WSH,01/10/2016,7:00 PM
COL,CHI,01/10/2016,7:00 PM
NJD,MIN,01/10/2016,8:00 PM
DET,ANA,01/10/2016,8:00 PM
FLA,EDM,01/10/2016,9:30 PM
BOS,NYR,01/11/2016,7:00 PM
SJS,CGY,01/11/2016,9:00 PM
FLA,VAN,01/11/2016,10:00 PM
DET,LAK,01/11/2016,10:30 PM
CBJ,NYI,01/12/2016,7:00 PM
PIT,CAR,01/12/2016,7:00 PM
NJD,STL,01/12/2016,8:00 PM
BUF,MIN,01/12/2016,8:00 PM
SJS,WPG,01/12/2016,8:00 PM
